ItemId,AchievementId,AchievementName
15241,1671,It's Smart: The Autarch
15242,1676,It's Smart: The Thorn Prince
15243,1678,It's Smart: The Tyrant
15244,1677,It's Smart: The Dynast
15245,1672,It's Smart: The White Tsar
15246,1673,It's Smart: The Black Khan
15247,1674,It's Smart: The Mad Queen
15248,1675,It's Smart: The Magnate
15249,1679,It's Smart: The Last Heir
15251,1695,It's Done: Aettir & Priwen
15252,1696,It's Done: Nyepels
15253,1697,It's Done: Minos
15254,1698,It's Done: Areadbhar
15255,1699,It's Done: Terpander
15256,1704,It's Done: Sandungs
15257,1706,It's Done: Cronus
15258,1705,It's Done: Deathlocke
15259,1700,It's Done: Sindri
15260,1701,It's Done: Kaladanda
15261,1702,It's Done: Mimesis
15262,1703,It's Done: Anabasis
15263,1707,It's Done: Canopus
16050,1708,It's Really Done: Aettir Lux & Priwen Lux
16051,1709,It's Really Done: Nyepels Lux
16052,1710,It's Really Done: Minos Lux
16053,1711,It's Really Done: Areadbhar Lux
16054,1712,It's Really Done: Terpander Lux
16055,1717,It's Really Done: Sandungs Lux
16056,1719,It's Really Done: Cronus Lux
16057,1718,It's Really Done: Deathlocke Lux
16058,1713,It's Really Done: Sindri Lux
16059,1714,It's Really Done: Kaladanda Lux
16060,1715,It's Really Done: Mimesis Lux
16061,1716,It's Really Done: Anabasis Lux
16062,1720,It's Really Done: Canopus Lux
16067,1758,Echoes of the Golden Wolf
16068,1762,Echoes of the Makai Fist
16069,1759,Echoes of Undying Twilight
16070,1761,Echoes of the White Night
16071,1764,Echoes of the Makai Bow
16072,1763,Echoes of the Silver Wolf
16073,1760,Echoes of Darkness
16074,1765,Echoes of the Makai Arm
16075,1768,Echoes of the Makai Sun
16076,1766,Echoes of the Makai Dark
16077,1767,Echoes of the Makai Vessel
16078,1769,Echoes of Makai Lore
16079,1770,Echoes of the Makai Star
16081,1758,Echoes of the Golden Wolf
16082,1758,Echoes of the Golden Wolf
16083,1758,Echoes of the Golden Wolf
16084,1758,Echoes of the Golden Wolf
16085,1758,Echoes of the Golden Wolf
16086,1759,Echoes of Undying Twilight
16087,1759,Echoes of Undying Twilight
16088,1759,Echoes of Undying Twilight
16089,1759,Echoes of Undying Twilight
16090,1759,Echoes of Undying Twilight
16091,1760,Echoes of Darkness
16092,1760,Echoes of Darkness
16093,1760,Echoes of Darkness
16094,1760,Echoes of Darkness
16095,1760,Echoes of Darkness
16096,1761,Echoes of the White Night
16097,1761,Echoes of the White Night
16098,1761,Echoes of the White Night
16099,1761,Echoes of the White Night
16100,1761,Echoes of the White Night
16101,1763,Echoes of the Silver Wolf
16102,1763,Echoes of the Silver Wolf
16103,1763,Echoes of the Silver Wolf
16104,1763,Echoes of the Silver Wolf
16105,1763,Echoes of the Silver Wolf
20456,1962,Aetherpool Party: Katana
20457,1963,Aetherpool Party: Rapier
20959,1993,Resistance Is Futile
20960,1993,Resistance Is Futile
20961,1993,Resistance Is Futile
20962,1993,Resistance Is Futile
20963,1993,Resistance Is Futile
20964,1993,Resistance Is Futile
20965,1993,Resistance Is Futile
20966,1993,Resistance Is Futile
20967,1993,Resistance Is Futile
20968,1993,Resistance Is Futile
20969,1993,Resistance Is Futile
20970,1993,Resistance Is Futile
20971,1993,Resistance Is Futile
20972,1993,Resistance Is Futile
20973,1993,Resistance Is Futile
21942,2030,I've Got It: Galatyn Anemos & Evalach Anemos
21943,2034,I've Got It: Sudarshana Chakra Anemos
21944,2031,I've Got It: Farsha Anemos
21945,2033,I've Got It: Ryunohige Anemos
21946,2037,I've Got It: Failnaught Anemos
21947,2035,I've Got It: Nagi Anemos
21948,2032,I've Got It: Caladbolg Anemos
21949,2038,I've Got It: Outsider Anemos
21950,2042,I've Got It: Aymur Anemos
21951,2039,I've Got It: Vanargand Anemos
21952,2040,I've Got It: Lemegeton Anemos
21953,2043,I've Got It: Organum Anemos
21954,2044,I've Got It: Pleiades Anemos
21955,2036,I've Got It: Kiku-ichimonji Anemos
21956,2041,I've Got It: Murgleis Anemos
21958,2030,I've Got It: Galatyn Anemos & Evalach Anemos
21959,2034,I've Got It: Sudarshana Chakra Anemos
21960,2031,I've Got It: Farsha Anemos
21961,2033,I've Got It: Ryunohige Anemos
21962,2037,I've Got It: Failnaught Anemos
21963,2035,I've Got It: Nagi Anemos
21964,2032,I've Got It: Caladbolg Anemos
21965,2038,I've Got It: Outsider Anemos
21966,2042,I've Got It: Aymur Anemos
21967,2039,I've Got It: Vanargand Anemos
21968,2040,I've Got It: Lemegeton Anemos
21969,2043,I've Got It: Organum Anemos
21970,2044,I've Got It: Pleiades Anemos
21971,2036,I've Got It: Kiku-ichimonji Anemos
21972,2041,I've Got It: Murgleis Anemos
21974,2030,I've Got It: Galatyn Anemos & Evalach Anemos
21975,2034,I've Got It: Sudarshana Chakra Anemos
21976,2031,I've Got It: Farsha Anemos
21977,2033,I've Got It: Ryunohige Anemos
21978,2037,I've Got It: Failnaught Anemos
21979,2035,I've Got It: Nagi Anemos
21980,2032,I've Got It: Caladbolg Anemos
21981,2038,I've Got It: Outsider Anemos
21982,2042,I've Got It: Aymur Anemos
21983,2039,I've Got It: Vanargand Anemos
21984,2040,I've Got It: Lemegeton Anemos
21985,2043,I've Got It: Organum Anemos
21986,2044,I've Got It: Pleiades Anemos
21987,2036,I've Got It: Kiku-ichimonji Anemos
21988,2041,I've Got It: Murgleis Anemos
21990,2030,I've Got It: Galatyn Anemos & Evalach Anemos
21991,2034,I've Got It: Sudarshana Chakra Anemos
21992,2031,I've Got It: Farsha Anemos
21993,2033,I've Got It: Ryunohige Anemos
21994,2037,I've Got It: Failnaught Anemos
21995,2035,I've Got It: Nagi Anemos
21996,2032,I've Got It: Caladbolg Anemos
21997,2038,I've Got It: Outsider Anemos
21998,2042,I've Got It: Aymur Anemos
21999,2039,I've Got It: Vanargand Anemos
22000,2040,I've Got It: Lemegeton Anemos
22001,2043,I've Got It: Organum Anemos
22002,2044,I've Got It: Pleiades Anemos
22003,2036,I've Got It: Kiku-ichimonji Anemos
22004,2041,I've Got It: Murgleis Anemos
22868,2107,Ultimatum
22869,2107,Ultimatum
22870,2107,Ultimatum
22871,2107,Ultimatum
22872,2107,Ultimatum
22873,2107,Ultimatum
22874,2107,Ultimatum
22875,2107,Ultimatum
22876,2107,Ultimatum
22877,2107,Ultimatum
22878,2107,Ultimatum
22879,2107,Ultimatum
22880,2107,Ultimatum
22881,2107,Ultimatum
22882,2107,Ultimatum
22925,2082,I've Got It: Elemental Sword
22926,2086,I've Got It: Elemental Knuckles
22927,2083,I've Got It: Elemental Battleaxe
22928,2085,I've Got It: Elemental Lance
22929,2089,I've Got It: Elemental Harp Bow
22930,2087,I've Got It: Elemental Knives
22931,2084,I've Got It: Elemental Guillotine
22932,2090,I've Got It: Elemental Handgonne
22933,2094,I've Got It: Elemental Cane
22934,2091,I've Got It: Elemental Rod
22935,2092,I've Got It: Elemental Grimoire
22936,2095,I've Got It: Elemental Codex
22937,2096,I've Got It: Elemental Astrometer
22938,2088,I've Got It: Elemental Blade
22939,2093,I've Got It: Elemental Tuck
22941,2082,I've Got It: Elemental Sword
22942,2086,I've Got It: Elemental Knuckles
22943,2083,I've Got It: Elemental Battleaxe
22944,2085,I've Got It: Elemental Lance
22945,2089,I've Got It: Elemental Harp Bow
22946,2087,I've Got It: Elemental Knives
22947,2084,I've Got It: Elemental Guillotine
22948,2090,I've Got It: Elemental Handgonne
22949,2094,I've Got It: Elemental Cane
22950,2091,I've Got It: Elemental Rod
22951,2092,I've Got It: Elemental Grimoire
22952,2095,I've Got It: Elemental Codex
22953,2096,I've Got It: Elemental Astrometer
22954,2088,I've Got It: Elemental Blade
22955,2093,I've Got It: Elemental Tuck
22957,2082,I've Got It: Elemental Sword
22958,2086,I've Got It: Elemental Knuckles
22959,2083,I've Got It: Elemental Battleaxe
22960,2085,I've Got It: Elemental Lance
22961,2089,I've Got It: Elemental Harp Bow
22962,2087,I've Got It: Elemental Knives
22963,2084,I've Got It: Elemental Guillotine
22964,2090,I've Got It: Elemental Handgonne
22965,2094,I've Got It: Elemental Cane
22966,2091,I've Got It: Elemental Rod
22967,2092,I've Got It: Elemental Grimoire
22968,2095,I've Got It: Elemental Codex
22969,2096,I've Got It: Elemental Astrometer
22970,2088,I've Got It: Elemental Blade
22971,2093,I've Got It: Elemental Tuck
24039,2143,I've Got It: Pyros Sword
24040,2147,I've Got It: Pyros Knuckles
24041,2144,I've Got It: Pyros Battleaxe
24042,2146,I've Got It: Pyros Lance
24043,2150,I've Got It: Pyros Harp Bow
24044,2148,I've Got It: Pyros Knives
24045,2145,I've Got It: Pyros Guillotine
24046,2151,I've Got It: Pyros Handgonne
24047,2155,I've Got It: Pyros Cane
24048,2152,I've Got It: Pyros Rod
24049,2153,I've Got It: Pyros Grimoire
24050,2156,I've Got It: Pyros Codex
24051,2157,I've Got It: Pyros Astrometer
24052,2149,I've Got It: Pyros Blade
24053,2154,I've Got It: Pyros Tuck
24055,2143,I've Got It: Pyros Sword
24056,2147,I've Got It: Pyros Knuckles
24057,2144,I've Got It: Pyros Battleaxe
24058,2146,I've Got It: Pyros Lance
24059,2150,I've Got It: Pyros Harp Bow
24060,2148,I've Got It: Pyros Knives
24061,2145,I've Got It: Pyros Guillotine
24062,2151,I've Got It: Pyros Handgonne
24063,2155,I've Got It: Pyros Cane
24064,2152,I've Got It: Pyros Rod
24065,2153,I've Got It: Pyros Grimoire
24066,2156,I've Got It: Pyros Codex
24067,2157,I've Got It: Pyros Astrometer
24068,2149,I've Got It: Pyros Blade
24069,2154,I've Got It: Pyros Tuck
24071,2143,I've Got It: Pyros Sword
24072,2147,I've Got It: Pyros Knuckles
24073,2144,I've Got It: Pyros Battleaxe
24074,2146,I've Got It: Pyros Lance
24075,2150,I've Got It: Pyros Harp Bow
24076,2148,I've Got It: Pyros Knives
24077,2145,I've Got It: Pyros Guillotine
24078,2151,I've Got It: Pyros Handgonne
24079,2155,I've Got It: Pyros Cane
24080,2152,I've Got It: Pyros Rod
24081,2153,I've Got It: Pyros Grimoire
24082,2156,I've Got It: Pyros Codex
24083,2157,I've Got It: Pyros Astrometer
24084,2149,I've Got It: Pyros Blade
24085,2154,I've Got It: Pyros Tuck
24643,2212,I've Got It: Antea Eureka & Bellerophon Eureka
24644,2216,I've Got It: Dumuzis Eureka
24645,2213,I've Got It: Shamash Eureka
24646,2215,I've Got It: Daboya Eureka
24647,2219,I've Got It: Circinae Eureka
24648,2217,I've Got It: Kasasagi Eureka
24649,2214,I've Got It: Xiphias Eureka
24650,2220,I've Got It: Mollfrith Eureka
24651,2224,I've Got It: Rose Couverte Eureka
24652,2221,I've Got It: Paikea Eureka
24653,2222,I've Got It: Tuah Eureka
24654,2225,I've Got It: Jebat Eureka
24655,2226,I've Got It: Albireo Eureka
24656,2218,I've Got It: Torigashira Eureka
24657,2223,I've Got It: Brunello Eureka
24659,2212,I've Got It: Antea Eureka & Bellerophon Eureka
24660,2216,I've Got It: Dumuzis Eureka
24661,2213,I've Got It: Shamash Eureka
24662,2215,I've Got It: Daboya Eureka
24663,2219,I've Got It: Circinae Eureka
24664,2217,I've Got It: Kasasagi Eureka
24665,2214,I've Got It: Xiphias Eureka
24666,2220,I've Got It: Mollfrith Eureka
24667,2224,I've Got It: Rose Couverte Eureka
24668,2221,I've Got It: Paikea Eureka
24669,2222,I've Got It: Tuah Eureka
24670,2225,I've Got It: Jebat Eureka
24671,2226,I've Got It: Albireo Eureka
24672,2218,I've Got It: Torigashira Eureka
24673,2223,I've Got It: Brunello Eureka
24675,2212,I've Got It: Antea Eureka & Bellerophon Eureka
24676,2216,I've Got It: Dumuzis Eureka
24677,2213,I've Got It: Shamash Eureka
24678,2215,I've Got It: Daboya Eureka
24679,2219,I've Got It: Circinae Eureka
24680,2217,I've Got It: Kasasagi Eureka
24681,2214,I've Got It: Xiphias Eureka
24682,2220,I've Got It: Mollfrith Eureka
24683,2224,I've Got It: Rose Couverte Eureka
24684,2221,I've Got It: Paikea Eureka
24685,2222,I've Got It: Tuah Eureka
24686,2225,I've Got It: Jebat Eureka
24687,2226,I've Got It: Albireo Eureka
24688,2218,I've Got It: Torigashira Eureka
24689,2223,I've Got It: Brunello Eureka
24691,2212,I've Got It: Antea Eureka & Bellerophon Eureka
24692,2216,I've Got It: Dumuzis Eureka
24693,2213,I've Got It: Shamash Eureka
24694,2215,I've Got It: Daboya Eureka
24695,2219,I've Got It: Circinae Eureka
24696,2217,I've Got It: Kasasagi Eureka
24697,2214,I've Got It: Xiphias Eureka
24698,2220,I've Got It: Mollfrith Eureka
24699,2224,I've Got It: Rose Couverte Eureka
24700,2221,I've Got It: Paikea Eureka
24701,2222,I've Got It: Tuah Eureka
24702,2225,I've Got It: Jebat Eureka
24703,2226,I've Got It: Albireo Eureka
24704,2218,I've Got It: Torigashira Eureka
24705,2223,I've Got It: Brunello Eureka
27347,2394,Aetherpool Party: Gunblade
27348,2395,Aetherpool Party: War Quoits
28289,2444,When I Ruled the World
28290,2444,When I Ruled the World
28291,2444,When I Ruled the World
28292,2444,When I Ruled the World
28293,2444,When I Ruled the World
28294,2444,When I Ruled the World
28295,2444,When I Ruled the World
28296,2444,When I Ruled the World
28297,2444,When I Ruled the World
28298,2444,When I Ruled the World
28299,2444,When I Ruled the World
28300,2444,When I Ruled the World
28301,2444,When I Ruled the World
28302,2444,When I Ruled the World
28303,2444,When I Ruled the World
28304,2444,When I Ruled the World
28305,2444,When I Ruled the World
29612,2659,Old and Improved: Skysung Saw
29613,2660,Old and Improved: Skysung Cross-pein Hammer
29614,2661,Old and Improved: Skysung Raising Hammer
29615,2662,Old and Improved: Skysung Lapidary Hammer
29616,2663,Old and Improved: Skysung Round Knife
29617,2664,Old and Improved: Skysung Needle
29618,2665,Old and Improved: Skysung Alembic
29619,2666,Old and Improved: Skysung Frypan
29620,2668,Old and Improved: Skysung Hatchet
29621,2667,Old and Improved: Skysung Pickaxe
29622,2669,Old and Improved: Skysung Fishing Rod
29623,2659,Old and Improved: Skysung Saw
29624,2660,Old and Improved: Skysung Cross-pein Hammer
29625,2661,Old and Improved: Skysung Raising Hammer
29626,2662,Old and Improved: Skysung Lapidary Hammer
29627,2663,Old and Improved: Skysung Round Knife
29628,2664,Old and Improved: Skysung Needle
29629,2665,Old and Improved: Skysung Alembic
29630,2666,Old and Improved: Skysung Frypan
29631,2668,Old and Improved: Skysung Hatchet
29632,2667,Old and Improved: Skysung Pickaxe
29633,2669,Old and Improved: Skysung Fishing Rod
29634,2659,Old and Improved: Skysung Saw
29635,2660,Old and Improved: Skysung Cross-pein Hammer
29636,2661,Old and Improved: Skysung Raising Hammer
29637,2662,Old and Improved: Skysung Lapidary Hammer
29638,2663,Old and Improved: Skysung Round Knife
29639,2664,Old and Improved: Skysung Needle
29640,2665,Old and Improved: Skysung Alembic
29641,2666,Old and Improved: Skysung Frypan
29642,2668,Old and Improved: Skysung Hatchet
29643,2667,Old and Improved: Skysung Pickaxe
29644,2669,Old and Improved: Skysung Fishing Rod
30228,2569,Pièce de Résistance: Honorbound & Tenacity
30229,2574,Pièce de Résistance: Samsara
30230,2570,Pièce de Résistance: Skullrender
30231,2573,Pièce de Résistance: Dreizack
30232,2577,Pièce de Résistance: Brilliance
30233,2575,Pièce de Résistance: Honeshirazu
30234,2571,Pièce de Résistance: Woeborn
30235,2578,Pièce de Résistance: Lawman
30236,2583,Pièce de Résistance: Ingrimm
30237,2580,Pièce de Résistance: Soulscourge
30238,2581,Pièce de Résistance: Espiritus
30239,2584,Pièce de Résistance: Akademos
30240,2585,Pièce de Résistance: Solstice
30241,2576,Pièce de Résistance: Hoshikiri
30242,2582,Pièce de Résistance: Talekeeper
30243,2572,Pièce de Résistance: Crownsblade
30244,2579,Pièce de Résistance: Enchufla
30282,2659,Old and Improved: Skysung Saw
30283,2660,Old and Improved: Skysung Cross-pein Hammer
30284,2661,Old and Improved: Skysung Raising Hammer
30285,2662,Old and Improved: Skysung Lapidary Hammer
30286,2663,Old and Improved: Skysung Round Knife
30287,2664,Old and Improved: Skysung Needle
30288,2665,Old and Improved: Skysung Alembic
30289,2666,Old and Improved: Skysung Frypan
30290,2668,Old and Improved: Skysung Hatchet
30291,2667,Old and Improved: Skysung Pickaxe
30292,2669,Old and Improved: Skysung Fishing Rod
30293,2659,Old and Improved: Skysung Saw
30294,2660,Old and Improved: Skysung Cross-pein Hammer
30295,2661,Old and Improved: Skysung Raising Hammer
30296,2662,Old and Improved: Skysung Lapidary Hammer
30297,2663,Old and Improved: Skysung Round Knife
30298,2664,Old and Improved: Skysung Needle
30299,2665,Old and Improved: Skysung Alembic
30300,2666,Old and Improved: Skysung Frypan
30301,2668,Old and Improved: Skysung Hatchet
30302,2667,Old and Improved: Skysung Pickaxe
30303,2669,Old and Improved: Skysung Fishing Rod
30767,2694,Pièce de Résistance: Honorbound & Tenacity Recollections
30768,2699,Pièce de Résistance: Samsara Recollection
30769,2695,Pièce de Résistance: Skullrender Recollection
30770,2698,Pièce de Résistance: Dreizack Recollection
30771,2702,Pièce de Résistance: Brilliance Recollection
30772,2700,Pièce de Résistance: Honeshirazu Recollection
30773,2696,Pièce de Résistance: Woeborn Recollection
30774,2703,Pièce de Résistance: Lawman Recollection
30775,2708,Pièce de Résistance: Ingrimm Recollection
30776,2705,Pièce de Résistance: Soulscourge Recollection
30777,2706,Pièce de Résistance: Espiritus Recollection
30778,2709,Pièce de Résistance: Akademos Recollection
30779,2710,Pièce de Résistance: Solstice Recollection
30780,2701,Pièce de Résistance: Hoshikiri Recollection
30781,2707,Pièce de Résistance: Talekeeper Recollection
30782,2697,Pièce de Résistance: Crownsblade Recollection
30783,2704,Pièce de Résistance: Enchufla Recollection
30785,2694,Pièce de Résistance: Honorbound & Tenacity Recollections
30786,2699,Pièce de Résistance: Samsara Recollection
30787,2695,Pièce de Résistance: Skullrender Recollection
30788,2698,Pièce de Résistance: Dreizack Recollection
30789,2702,Pièce de Résistance: Brilliance Recollection
30790,2700,Pièce de Résistance: Honeshirazu Recollection
30791,2696,Pièce de Résistance: Woeborn Recollection
30792,2703,Pièce de Résistance: Lawman Recollection
30793,2708,Pièce de Résistance: Ingrimm Recollection
30794,2705,Pièce de Résistance: Soulscourge Recollection
30795,2706,Pièce de Résistance: Espiritus Recollection
30796,2709,Pièce de Résistance: Akademos Recollection
30797,2710,Pièce de Résistance: Solstice Recollection
30798,2701,Pièce de Résistance: Hoshikiri Recollection
30799,2707,Pièce de Résistance: Talekeeper Recollection
30800,2697,Pièce de Résistance: Crownsblade Recollection
30801,2704,Pièce de Résistance: Enchufla Recollection
31714,2787,Tool Order: Skybuilders' Saw
31715,2788,Tool Order: Skybuilders' Cross-pein Hammer
31716,2789,Tool Order: Skybuilders' Raising Hammer
31717,2790,Tool Order: Skybuilders' Lapidary Hammer
31718,2791,Tool Order: Skybuilders' Round Knife
31719,2792,Tool Order: Skybuilders' Needle
31720,2793,Tool Order: Skybuilders' Alembic
31721,2794,Tool Order: Skybuilders' Frypan
31722,2796,Tool Order: Skybuilders' Hatchet
31723,2795,Tool Order: Skybuilders' Pickaxe
31724,2797,Tool Order: Skybuilders' Fishing Rod
32651,2768,Quick to Judge: Law's Order Bastard Sword & Kite Shield
32652,2773,Quick to Judge: Law's Order Knuckles
32653,2769,Quick to Judge: Law's Order Labrys
32654,2772,Quick to Judge: Law's Order Spear
32655,2776,Quick to Judge: Law's Order Composite Bow
32656,2774,Quick to Judge: Law's Order Knives
32657,2770,Quick to Judge: Law's Order Zweihander
32658,2777,Quick to Judge: Law's Order Revolver
32659,2782,Quick to Judge: Law's Order Cane
32660,2779,Quick to Judge: Law's Order Rod
32661,2780,Quick to Judge: Law's Order Index
32662,2783,Quick to Judge: Law's Order Codex
32663,2784,Quick to Judge: Law's Order Astrometer
32664,2775,Quick to Judge: Law's Order Samurai Blade
32665,2781,Quick to Judge: Law's Order Rapier
32666,2771,Quick to Judge: Law's Order Manatrigger
32667,2778,Quick to Judge: Law's Order Chakrams
32669,2768,Quick to Judge: Law's Order Bastard Sword & Kite Shield
32670,2773,Quick to Judge: Law's Order Knuckles
32671,2769,Quick to Judge: Law's Order Labrys
32672,2772,Quick to Judge: Law's Order Spear
32673,2776,Quick to Judge: Law's Order Composite Bow
32674,2774,Quick to Judge: Law's Order Knives
32675,2770,Quick to Judge: Law's Order Zweihander
32676,2777,Quick to Judge: Law's Order Revolver
32677,2782,Quick to Judge: Law's Order Cane
32678,2779,Quick to Judge: Law's Order Rod
32679,2780,Quick to Judge: Law's Order Index
32680,2783,Quick to Judge: Law's Order Codex
32681,2784,Quick to Judge: Law's Order Astrometer
32682,2775,Quick to Judge: Law's Order Samurai Blade
32683,2781,Quick to Judge: Law's Order Rapier
32684,2771,Quick to Judge: Law's Order Manatrigger
32685,2778,Quick to Judge: Law's Order Chakrams
33154,2821,Retooled: Resplendent Millfiend's Saw
33155,2822,Retooled: Resplendent Forgefiend's Hammer
33156,2823,Retooled: Resplendent Hammerfiend's Beetle
33157,2824,Retooled: Resplendent Gemfiend's Mallet
33158,2826,Retooled: Resplendent Hidefiend's Knife
33159,2825,Retooled: Resplendent Boltfiend's Needle
33160,2827,Retooled: Resplendent Cauldronfiend's Alembic
33161,2828,Retooled: Resplendent Galleyfiend's Frypan
33356,2830,I Found That: Miner VII
33357,2831,I Found That: Botanist VII
33358,2832,I Caught That VII
33462,2857,Fit for a Queen: Blade's Honor & Blade's Fortitude
33463,2862,Fit for a Queen: Blade's Serenity
33464,2858,Fit for a Queen: Blade's Valor
33465,2861,Fit for a Queen: Blade's Glory
33466,2865,Fit for a Queen: Blade's Muse
33467,2863,Fit for a Queen: Blade's Subtlety
33468,2859,Fit for a Queen: Blade's Justice
33469,2866,Fit for a Queen: Blade's Ingenuity
33470,2871,Fit for a Queen: Blade's Mercy
33471,2868,Fit for a Queen: Blade's Fury
33472,2869,Fit for a Queen: Blade's Acumen
33473,2872,Fit for a Queen: Blade's Wisdom
33474,2873,Fit for a Queen: Blade's Providence
33475,2864,Fit for a Queen: Blade's Fealty
33476,2870,Fit for a Queen: Blade's Temperance
33477,2860,Fit for a Queen: Blade's Resolve
33478,2867,Fit for a Queen: Blade's Euphoria
35756,3001,Aetherpool Party: War Scythe
35774,3002,Aetherpool Party: Milpreves
36943,3074,As Suits a Hero
36944,3074,As Suits a Hero
36945,3074,As Suits a Hero
36946,3074,As Suits a Hero
36947,3074,As Suits a Hero
36948,3074,As Suits a Hero
36949,3074,As Suits a Hero
36950,3074,As Suits a Hero
36951,3074,As Suits a Hero
36952,3074,As Suits a Hero
36953,3074,As Suits a Hero
36954,3074,As Suits a Hero
36955,3074,As Suits a Hero
36956,3074,As Suits a Hero
36957,3074,As Suits a Hero
36958,3074,As Suits a Hero
36959,3074,As Suits a Hero
36960,3074,As Suits a Hero
36961,3074,As Suits a Hero
38400,3128,Hamm(er)ing It Up: Manderville Sword & Shield
38401,3133,Hamm(er)ing It Up: Manderville Knuckles
38402,3129,Hamm(er)ing It Up: Manderville Axe
38403,3132,Hamm(er)ing It Up: Manderville Spear
38404,3137,Hamm(er)ing It Up: Manderville Harp Bow
38405,3134,Hamm(er)ing It Up: Manderville Knives
38406,3130,Hamm(er)ing It Up: Manderville Zweihander
38407,3138,Hamm(er)ing It Up: Manderville Revolver
38408,3143,Hamm(er)ing It Up: Manderville Cane
38409,3140,Hamm(er)ing It Up: Manderville Rod
38410,3141,Hamm(er)ing It Up: Manderville Index
38411,3144,Hamm(er)ing It Up: Manderville Codex
38412,3145,Hamm(er)ing It Up: Manderville Torquetum
38413,3135,Hamm(er)ing It Up: Manderville Samurai Blade
38414,3142,Hamm(er)ing It Up: Manderville Rapier
38415,3131,Hamm(er)ing It Up: Manderville Gunblade
38416,3139,Hamm(er)ing It Up: Manderville Chakrams
